Comment,Rating,PhoBERT_Text,SVM_Text
"Quán ruột luôn rồi, gọi đồ hơi xa nhưng vẫn đặt :)))
Xôi ngon, vừa miệng.Thích cả đồ uống ở đây 😊",1,quán ruột luôn rồi gọi đồ hơi xa nhưng vẫn đặt xôi ngon vừa_miệng thích cả đồ uống ở đây,quán ruột gọi đồ hơi nhưng xôi ngon vừa_miệng đồ uống
"- Địa điểm: quán ngay tầng 5 khu ẩm thực Vincom Nà Triệu quá gần trung tâm và tiện đi lại luôn.

- Không gian quán: không gian quán ở cơ sở này không quá rộng nhưng bài trí rất hợp lý, các bàn vẫn có sự thoải mái riêng, bàn ghế đều bằng gỗ rất dày dặn, sạch sẽ thích lắm. Bàn có ngăn kéo ngay phía dưới để giấy ăn, đũa và thìa rất gọn gàng. Về nhạc thì lúc nhạc hàn nhạc việt lẫn lộn ý 😂

- Đồ ăn: vì là lẩu tok nên đồ ăn sẽ đa phần là bánh gạo các loại: bánh gạo ngô, bánh gạo phomai, khoai môn,.... cá xiên, cắt miếng và cả loại sợi nữa. Ăn ngon nha chứ phải kiểu bở bở toàn bột đâu. Có ngao và tôm,... thả vào cho ngọt nước nha. Rau thì rất đa dạng không lo bị ngấy.
    Ngoài ra còn có các đồ ăn kèm khác như gà rán các loại sốt, tôm tẩm bột, mực tẩm bột, mandu chiên,... à có con cua bé xíu chiên ăn giòn giòn hay lắm. Còn cả 4 loại cơm nắm nữa nha, nhưng mỗi loại nên thử một ít thôi không là hết bụng ăn lẩu 😅
    Còn có quầy để các loại mì gói, mì tương đen ăn kèm, khách có thể tự nấu hoặc nhờ nhân viên làm giúp nhé.
    Cuối cùng là còn có cơm trộn và các topping để trộn sau khi ăn lẩu nữa.
    Đồ uống thì có các loại đồ uống có ga uống thoải mái không giới hạn nha.

    Đặc biệt nhất ở Dookki là mình được tự pha vị nước lẩu nên cay hay không cay đều ăn được hết ạ. Có 6-7 loại sốt từ ngọt, ngậy cho đến rất cay cho khách tha hồ mix. Mỗi lần đi ăn là thử 1 kiểu sốt mới rất thú vị. 💯💯
   
- Nhân viên: nhân viên cực kỳ nhanh nhẹn dọn bàn nhanh lắm luôn ý chớp mắt cái là như chưa từng có người ngồi ăn 😄 cũng khá nhiệt tình với khách và để ý refill quầy đồ ăn nữa. 

- Giá rổ thì 69k cho trẻ em, 139k cho người lớn (chưa tính VAT) ngoài ra có thêm phomai hoa tuyết 39k và vòng phomai 69k nhé",1,địa_điểm quán ngay tầng 5 khu ẩm_thực vincom nà triệu quá gần trung_tâm và tiện đi_lại luôn không_gian quán không_gian quán ở cơ_sở này không quá rộng nhưng bài_trí rất hợp_lý các bàn vẫn có sự thoải_mái riêng bàn ghế đều bằng gỗ rất dày_dặn sạch sẽ thích lắm bàn có ngăn_kéo ngay phía dưới để giấy_ăn đũa và thìa rất gọn_gàng về nhạc thì lúc nhạc hàn nhạc việt lẫn_lộn ý_đồ ăn vì là lẩu tok nên đồ ăn sẽ đa_phần là bánh gạo các loại bánh gạo ngô bánh gạo phomai khoai_môn cá xiên cắt miếng và cả loại sợi nữa ăn ngon nha chứ phải kiểu bở bở toàn bột đâu có ngao và tôm thả vào cho ngọt nước nha rau thì rất đa_dạng không lo bị ngấy ngoài_ra còn có các đồ ăn kèm khác như gà rán các loại sốt tôm tẩm bột mực tẩm bột mandu chiên à có con cua bé xíu chiên ăn giòn giòn hay lắm còn cả 4 loại cơm nắm nữa nha nhưng mỗi loại nên thử một_ít thôi không là hết bụng ăn lẩu còn có quầy để các loại mì gói mì tương đen ăn kèm khách có_thể tự nấu hoặc nhờ nhân_viên làm giúp nhé cuối_cùng là còn có cơm trộn và các topping để trộn sau khi ăn lẩu nữa đồ uống thì có các loại đồ uống có ga uống thoải_mái không giới_hạn nha đặc_biệt nhất ở dookki là mình được tự pha vị nước lẩu nên cay hay không cay đều ăn được hết ạ có 6 7 loại sốt từ ngọt ngậy cho đến rất cay cho khách tha_hồ mix mỗi lần đi ăn là thử 1 kiểu sốt mới rất thú_vị nhân_viên nhân_viên cực_kỳ nhanh_nhẹn dọn bàn nhanh lắm luôn ý chớp_mắt cái là như chưa từng có người ngồi ăn cũng khá nhiệt_tình với khách và để_ý refill quầy đồ ăn nữa giá rổ thì 69k cho trẻ_em 139k cho người_lớn chưa tính vat ngoài_ra có thêm phomai hoa tuyết 39k và vòng phomai 69k nhé,địa_điểm quán tầng 5 khu ẩm_thực vincom nà triệu quá trung_tâm tiện đi_lại không_gian quán không_gian quán cơ_sở không quá rộng nhưng bài_trí rất hợp_lý bàn thoải_mái bàn ghế gỗ rất dày_dặn sạch lắm bàn ngăn_kéo giấy_ăn đũa thìa rất gọn_gàng nhạc nhạc hàn nhạc việt lẫn_lộn ý_đồ lẩu tok đồ đa_phần bánh gạo bánh gạo ngô bánh gạo phomai khoai_môn cá xiên cắt miếng sợi ngon nha kiểu bở bở toàn bột ngao tôm thả nha rau rất đa_dạng không lo ngấy đồ kèm gà rán sốt tôm tẩm bột mực tẩm bột mandu chiên cua bé xíu chiên giòn giòn lắm 4 cơm nắm nha nhưng thử không bụng lẩu quầy mì gói mì tương đen kèm nấu nhân_viên giúp cơm trộn topping trộn lẩu đồ uống đồ uống ga uống thoải_mái không giới_hạn nha dookki pha vị lẩu cay không cay 6 7 sốt ngậy rất cay mix đi thử 1 kiểu sốt rất thú_vị nhân_viên nhân_viên cực_kỳ nhanh_nhẹn dọn bàn lắm chớp_mắt chưa nhiệt_tình để_ý refill quầy đồ giá rổ 69k trẻ_em 139k người_lớn chưa vat phomai hoa tuyết 39k vòng phomai 69k
"Quán nhỏ, biển hiệu hơi lấp, làm mình đi vượt qua phải vòng lại mới thấy :v Mình ngồi vỉa hè, ban ngày có nắng nhưng vẫn khá mát, buổi tối ra đây ngồi chắc hợp :)) bên trong thấy có vẻ chật.
Sinh tố đu đủ nhìn màu ko giống lắm :v hình như dùng đu đủ vàng, mà mình thì thích đu đủ đỏ :v nhưng thui, dù sao cũng là sở thích cá nhân của mình, ko phải lỗi do quán :)) Bơ thì có vấn đề :| bị chua :| ăn khó chịu lắm...
Nói chung thì chỗ này gần công ty bạn mình, qua rủ nó đi ăn thì vào đây ngồi thử, chứ cũng ko hợp khẩu vị mình, chắc ko quay lại đâu .",0,quán nhỏ biển_hiệu hơi lấp làm mình đi vượt qua phải vòng lại mới thấy v mình ngồi vỉa_hè ban_ngày có nắng nhưng vẫn khá mát buổi tối ra đây ngồi chắc hợp bên trong thấy có vẻ chật sinh_tố đu_đủ nhìn màu không giống lắm v hình_như dùng đu_đủ vàng mà mình thì thích đu_đủ đỏ v nhưng thui dù_sao cũng là sở_thích cá_nhân của mình không phải lỗi do quán bơ thì có vấn_đề bị chua ăn khó_chịu lắm nói_chung thì chỗ này gần công_ty bạn mình qua rủ nó đi ăn thì vào đây ngồi thử chứ cũng không hợp_khẩu_vị mình chắc không quay lại đâu,quán biển_hiệu hơi lấp đi vòng v vỉa_hè ban_ngày nắng nhưng mát tối hợp vẻ chật sinh_tố đu_đủ màu không lắm v hình_như đu_đủ vàng đu_đủ đỏ v nhưng thui sở_thích không lỗi quán bơ chua khó_chịu lắm chỗ công_ty rủ đi thử không hợp_khẩu_vị không
"Roza cafe thích mê các ông ơiii
View sang trọng, thoáng  rộng lắm
Đồ uống ngon ơi là ngon, lại còn mới có loại kemmm hoa quả tuyệt vời ông mặt giời🍓😍 Mà giá một cốc kem siêu ngon siêu nhiều kia chỉ có 69k. Đi buổi tối còn được mua 1 tặng 1 chứ 💃🏼💃🏼💃🏼 Yên tĩnh lắm, kiểu cảm thấy được riêng tư, ánh sáng lung linh, rực rỡ💕
Giá đồ uống chỉ từ 29k-69k thuii nhaaa
Các bạn nhân viên còn nhiệt tình, đáng iuuu nữaaaa!",1,roza cafe thích mê các ông ơiii view sang_trọng thoáng rộng lắm đồ uống ngon ơi là ngon lại còn mới có loại kemmm hoa_quả tuyệt_vời ông mặt giời mà giá một cốc kem siêu ngon siêu nhiều kia chỉ có 69k đi buổi tối còn được mua 1 tặng 1 chứ yên_tĩnh lắm kiểu cảm_thấy được riêng_tư ánh_sáng lung_linh rực_rỡ giá đồ uống chỉ từ 29k 69k thuii nhaaa các bạn nhân_viên còn nhiệt_tình đáng iuuu nữaaaa,roza cafe mê ơiii view sang_trọng thoáng rộng lắm đồ uống ngon ngon kemmm hoa_quả tuyệt_vời mặt giời giá cốc kem siêu ngon siêu kia 69k đi tối mua 1 tặng 1 yên_tĩnh lắm kiểu riêng_tư ánh_sáng lung_linh rực_rỡ giá đồ uống 29k 69k thuii nhaaa nhân_viên nhiệt_tình iuuu nữaaaa
"Mình thì k thik uống dingtea lắm tại hơi ngọt 
Nhưng mình thay ở đây ts hoa nhà uống đc 
Còn ts vs kem chese thì k đc ngon 
Vị trí thì đã tìm nhung không gian thì hơi bé",0,mình thì không thik uống dingtea lắm tại hơi ngọt nhưng mình thay ở đây ts hoa nhà uống được còn ts với kem chese thì không được ngon vị_trí thì đã tìm nhung không_gian thì hơi bé,không thik uống dingtea lắm hơi nhưng thay ts hoa uống ts kem chese không ngon nhung không_gian hơi bé
"Mấy lần đi ăn lẩu phan cơ sở láng hạ cũng ưng ý phết. Không gian quán thóang rất sạch sẽ. Đồ ăn lẩu cũng ok mình đi 4 người gọi set buffet lẩu 99k có set 129k nữa nhưng mình thấy ko khác nhau là lắm. Bọn mình chủ yếu gọi ba chỉ bò thôi. Thử cái mới thêm mỗi ng 29k để ăn thử dimsum sau khi ăn thì mình thấy hơi phí tiền một chút vì dimsum ko ngon cho lắm. Ùi còn mỗi ng thêm 29k để uống buffet coca dù đã gọi hai chai ruợu hàn quốc. Hêhê nghĩ lại hơi phí tiền một chút. Điểm mình ưng nhất là gia vị ngon và nv phục vụ rất nhiệt tình, vẫn nhớ lần đầu đi ăn các b ý còn tự để ý rồi hỏi mang đồ ra bàn. Ưng bụng ghê 3 lần đi ăn ở đây đều có cảm tình. Vẫn tiếp tục tin tưởng phan láng hạ dài dài hehe",1,mấy lần đi ăn lẩu phan cơ_sở láng hạ cũng ưng_ý phết không_gian quán thóang rất sạch_sẽ đồ ăn lẩu cũng ok mình đi 4 người gọi set buffet lẩu 99k có set 129k nữa nhưng mình thấy không khác nhau là lắm bọn mình chủ_yếu gọi ba_chỉ bò thôi thử cái mới thêm mỗi ng 29k để ăn thử dimsum sau khi ăn thì mình thấy hơi phí tiền một_chút vì dimsum không ngon cho lắm ùi còn mỗi ng thêm 29k để uống buffet coca dù đã gọi hai chai ruợu hàn quốc hêhê nghĩ_lại hơi phí tiền một_chút điểm mình ưng nhất là gia_vị ngon và nhân_viên phục_vụ rất nhiệt_tình vẫn nhớ lần đầu đi ăn các b ý còn tự để_ý rồi hỏi mang đồ ra bàn ưng bụng ghê 3 lần đi ăn_ở đây đều có cảm_tình vẫn tiếp_tục tin_tưởng phan láng hạ dài_dài hehe,mấy đi lẩu phan cơ_sở láng hạ ưng_ý phết không_gian quán thóang rất sạch_sẽ đồ lẩu ok đi 4 gọi set buffet lẩu 99k set 129k nhưng không lắm bọn chủ_yếu gọi ba_chỉ bò thử ng 29k thử dimsum hơi phí tiền một_chút dimsum không ngon lắm ùi ng 29k uống buffet coca gọi hai chai ruợu hàn quốc hêhê hơi phí tiền một_chút ưng gia_vị ngon nhân_viên phục_vụ rất nhiệt_tình đầu đi b để_ý đồ bàn ưng bụng ghê 3 đi ăn_ở cảm_tình tin_tưởng phan láng hạ dài_dài hehe
"Hiện quà vặt đã có địa điểm ăn tại chỗ 110-C3 Hoàng Ngọc Phách Đống Đa Hà Nội.
Rất mong được phục vụ quý khách",1,hiện quà vặt đã có địa_điểm ăn tại_chỗ 110 c3 hoàng ngọc phách đống đa hà_nội rất mong được phục_vụ quý_khách,hiện quà vặt địa_điểm tại_chỗ 110 c3 hoàng ngọc phách đống đa hà_nội rất mong phục_vụ quý_khách
Đồ ăn quá chậm. Chờ hơn 1 tiếng mà chưa thấy lẩu,0,đồ ăn quá chậm chờ hơn 1 tiếng mà chưa thấy lẩu,đồ quá chậm chờ 1 tiếng chưa lẩu
"Lần đầu ghé quán quá trong ngõ khá thoáng quán nhỏ nhưng mặt tiền rộng đối diện Tropical forest luôn. Đầu tiên ấn tượng quả menu trong khá Kute và dễ hiểu. Không có quá nhiều món trong menu như các quán tương tự nhưng mà khá là chắt lọc các món đưa vào menu. Mình sử dụng ba loại 01, 03 SM5. Mỗi loại có một loại mã riêng nên gọi mã cho nhanh.
01: khá ngọt thơm mùi chuối. Được cái ít đá khá mịn.
03: mùi dứa khá thơm
SM5: màu cốc nhìn rất hấp dẫn có thạch cà phê thơm mùi chuối và bơ lạc.
Giá cả khá hợp lý nhân viên hơi chậm chạp nhưng lễ phép.",1,lần đầu ghé quán quá trong ngõ khá thoáng quán nhỏ nhưng mặt_tiền rộng đối_diện tropical forest luôn đầu_tiên ấn_tượng quả menu trong khá kute và dễ hiểu không có quá nhiều món trong menu như các quán tương_tự nhưng mà khá là chắt_lọc các món đưa vào menu mình sử_dụng ba loại 01 03 sm5 mỗi loại có một loại mã riêng nên gọi mã cho nhanh 01 khá ngọt thơm mùi chuối được cái ít đá khá mịn 03 mùi dứa khá thơm sm5 màu cốc nhìn rất hấp_dẫn có thạch cà_phê thơm mùi chuối và bơ lạc giá_cả khá hợp_lý nhân_viên hơi chậm_chạp nhưng lễ_phép,đầu ghé quán quá ngõ thoáng quán nhưng mặt_tiền rộng đối_diện tropical forest ấn_tượng menu kute không quá món menu quán tương_tự nhưng chắt_lọc món menu 01 03 sm5 mã gọi mã 01 thơm mùi chuối đá mịn 03 mùi dứa thơm sm5 màu cốc rất hấp_dẫn thạch cà_phê thơm mùi chuối bơ lạc giá_cả hợp_lý nhân_viên hơi chậm_chạp nhưng lễ_phép
"Đồ ăn thì tạm đc , nhưng cho ít quá , 2 người ăn gần 500k gồm Vat mà đc xíu ba chỉ bò Mỹ .Nhân viên cần cho khách biết nhà hàng có những combo nào , phù hợp với số lượng khách chứ nhỡ khách ko hỏi , chắc nhét cho khách ăn cái gì gì cho đắt đúng ko ạ :))
Như vậy là không đc trung thực rồi, nên sẽ ko quay lại.
Not recomended.",0,đồ ăn thì tạm được nhưng cho ít quá 2 người ăn gần 500k gồm vat mà được xíu ba_chỉ bò mỹ_nhân_viên cần cho khách biết nhà_hàng có những combo nào phù_hợp với số_lượng khách chứ nhỡ khách không hỏi chắc nhét cho khách ăn cái gì gì cho đắt đúng không ạ như_vậy là không được trung_thực rồi nên sẽ không quay lại not recomended,đồ tạm nhưng quá 2 500k vat xíu ba_chỉ bò mỹ_nhân_viên nhà_hàng combo số_lượng nhỡ không nhét đắt không không trung_thực không not recomended
Có bảng giá nhưng cố tình che phần 80k để khách từ xa không biết chỉ thấy phần trên 40-45k. Khách không biết vào quán sẽ chào mời ăn tô đặc biệt hay tô gầu gân đại loại vậy. Phở ăn cũng ổn nhưng mình thực sự không thích sự gian trá như vậy. Rút kinh nghiệm lần sau đi ăn phải hỏi giá trước mới được.,0,có bảng giá nhưng cố_tình che phần 80k để khách từ xa không biết chỉ thấy phần trên 40 45k khách không biết vào quán sẽ chào_mời ăn tô đặc_biệt hay tô gầu gân đại_loại vậy phở ăn cũng ổn nhưng mình thực_sự không thích sự gian_trá như vậy rút kinh_nghiệm lần sau đi ăn phải hỏi giá trước mới được,bảng giá nhưng cố_tình che 80k không 40 45k không quán chào_mời tô tô gầu gân phở ổn nhưng không gian_trá rút kinh_nghiệm đi giá
"Mìh vừa ăn 1 suất chiều nay, do ko hỏi giá trước, có phần bất cẩn, lúc tíh tiền tính 45k, nhưng mìh quan sát trước đó có 1 anh cũng tíh tiền chỉ có 30k thôi, về mìh lên foody coi giá thấy ghi bánh tôm chỉ 10k/ cái, 1 suất của mìh có 3 bánh tôm cắt ra, nếu đúng giá chỉ 30k mà chủ quán thu 45k, do mìh người SG ra nói tiếng miền Nam nên chủ quán chém chăng? Mn ko nên ăn quán này nhé",0,mìh vừa ăn 1 suất chiều nay do không hỏi giá trước có phần bất_cẩn lúc tíh tiền tính 45k nhưng mìh quan_sát trước đó có 1 anh cũng tíh tiền chỉ có 30k thôi về mìh lên foody coi giá thấy ghi bánh_tôm chỉ 10k cái 1 suất của mìh có 3 bánh_tôm cắt ra nếu đúng giá chỉ 30k mà chủ quán thu 45k do mìh người sg ra nói tiếng miền nam nên chủ quán chém chăng mn không nên ăn quán này nhé,mìh 1 suất chiều không giá bất_cẩn tíh tiền 45k nhưng mìh quan_sát 1 tíh tiền 30k mìh foody coi giá ghi bánh_tôm 10k 1 suất mìh 3 bánh_tôm cắt giá 30k chủ quán thu 45k mìh sg tiếng miền nam chủ quán chém mn không quán
Hôm nay t có đặt 1 cốc trà xoài kem cheese. quán có thêm topping mới cho t là 1 miếng nhựa. t không hiểu sao lại có 1 miếng nhựa bằng 1 đốt tay trong cốc t được. 1* cho chất lượng và vệ sinh,0,hôm_nay t có đặt 1 cốc trà xoài kem cheese quán có thêm topping mới cho t là 1 miếng nhựa t không hiểu sao lại có 1 miếng nhựa bằng 1 đốt tay trong cốc t được 1 cho chất_lượng và vệ_sinh,hôm_nay t 1 cốc trà xoài kem cheese quán topping t 1 miếng nhựa t không 1 miếng nhựa 1 đốt cốc t 1 chất_lượng vệ_sinh
"Nghe nhiều ngừoi bảo chỗ này ngon nên đến ăn thử. Một bát là trứng chả pate, bát còn lại là trứng thịt pate. 2 bát hết 45k, mình cũng chẳng biết bát nào 20 bát nào 25k nữa. Tổng quan mình thấy bình thường, nhưng thái độ bán hàng của cô cứ khó chịu kiểu gì ý. Lạ ghê. Hành khô với rau dưa lấy bao nhiêu cũng được, nhưng cũng không ngon lắm. Pate lạnh, cô có nhúng vào nước thịt cho ấm, nhưng nhúng nhanh quá ăn kiểu ngoài nóng trong lạnh nên chẳng ngon lắm. 
Nếu cho mình chọn, mình một là ăn xôi Thợ Nhuộm, đắt chút nhưng ngon nghẻ ấm lòng. Hai là ăn xôi ngô xéo Hàng Bài, dẻo thơm no bụng hehee, Chứ quán nầy mình không đánh giá cao lắm.",0,nghe nhiều ngừoi bảo chỗ này ngon nên đến ăn thử một bát là trứng chả pate bát còn lại là trứng thịt pate 2 bát hết 45k mình cũng chẳng biết bát nào 20 bát nào 25k nữa tổng_quan mình thấy bình_thường nhưng thái_độ bán hàng của cô cứ khó_chịu kiểu gì ý lạ ghê hành khô với rau_dưa lấy bao_nhiêu cũng được nhưng cũng không ngon lắm pate lạnh cô có nhúng vào nước thịt cho ấm nhưng nhúng nhanh quá ăn kiểu ngoài nóng trong lạnh nên chẳng ngon lắm nếu cho mình chọn mình một là ăn xôi thợ nhuộm đắt chút nhưng ngon nghẻ ấm lòng hai là ăn xôi_ngô xéo hàng bài dẻo thơm no bụng hehee chứ quán nầy mình không đánh_giá cao lắm,ngừoi bảo chỗ ngon thử bát trứng chả pate bát trứng thịt pate 2 bát 45k chẳng bát 20 bát 25k tổng_quan bình_thường nhưng thái_độ hàng khó_chịu kiểu lạ ghê hành khô rau_dưa nhưng không ngon lắm pate lạnh nhúng thịt ấm nhưng nhúng quá kiểu nóng lạnh chẳng ngon lắm xôi thợ nhuộm đắt chút nhưng ngon nghẻ ấm hai xôi_ngô xéo hàng dẻo thơm no bụng hehee quán nầy không lắm
"✅Location: 
- Ngõ Tràng Tiền rẽ trái chỗ khách sạn, tiếp tục rẽ trái ngõ đầu tiên chính là ngõ Tràng Tiền hoặc đi đường một chiều từ Lê Tháng Tông ra đến đầu ngõ rồi rẽ trái vào. Khá phức tạp nếu chưa từng đến, nên search ggmap trước khi đi.
+ Chỗ ngồi có view đẹp, ngồi ngoài vỉa hè nhìn hướng ra Nhà Hát Lớn. 

✅Quality: 
+ Đậu giòn, thơm
+ Thịt chân giò luộc xuất sắc, không bị hôi, mỏng miếng đủ cả bì nạc mỡ
+ Chả cốm ngon không bị ngấy
+ Lòng phải nói là quá ngon, nhân ngậy mỡ
+ Rau sống tươi, sạch
+ Quất tươi, thơm
+ Mắm tôm ngon
✅Service:
+ Gửi xe free trong ngõ tại quán
+ Phục vụ nhanh, nhiệt tình 

✅Price: 55k/suất bún đậu chả dồi thịt, 10k/cốc sữa đậu nành, trà quất ≈ 225k/3 pax (gồm: 3 suất bún đậu chả dồi thịt, 2 sữa đậu, 1 trà quất, 1 phần đậu chả)  
*Ăn không hết no gần chít 🤣🤣🤣

↩️Comback: Sure!",1,location ngõ tràng tiền rẽ trái chỗ khách_sạn tiếp_tục rẽ trái ngõ đầu_tiên chính là ngõ tràng tiền hoặc đi đường một_chiều từ lê tháng tông ra đến đầu ngõ rồi rẽ trái vào khá phức_tạp nếu chưa từng đến nên search ggmap trước khi đi chỗ ngồi có view đẹp ngồi ngoài vỉa_hè nhìn hướng ra nhà_hát lớn quality đậu giòn thơm thịt chân_giò luộc xuất_sắc không bị hôi mỏng miếng đủ cả bì nạc mỡ chả cốm ngon không bị ngấy lòng phải nói là quá ngon nhân ngậy mỡ rau_sống tươi sạch quất tươi thơm mắm_tôm ngon service gửi xe free trong ngõ tại quán phục_vụ nhanh nhiệt_tình price 55k suất bún đậu chả dồi thịt 10k cốc sữa đậu_nành trà_quất 225k 3 pax gồm 3 suất bún đậu chả dồi thịt 2 sữa đậu 1 trà quất 1 phần đậu chả ăn không hết no gần chít comback sure,location ngõ tràng tiền rẽ trái chỗ khách_sạn rẽ trái ngõ ngõ tràng tiền đi đường một_chiều lê tông đầu ngõ rẽ trái phức_tạp chưa search ggmap đi chỗ view đẹp vỉa_hè hướng nhà_hát quality đậu giòn thơm thịt chân_giò luộc xuất_sắc không hôi mỏng miếng bì nạc mỡ chả cốm ngon không ngấy quá ngon nhân ngậy mỡ rau_sống tươi sạch quất tươi thơm mắm_tôm ngon service gửi xe free ngõ quán phục_vụ nhiệt_tình price 55k suất bún đậu chả dồi thịt 10k cốc sữa đậu_nành trà_quất 225k 3 pax 3 suất bún đậu chả dồi thịt 2 sữa đậu 1 trà quất 1 đậu chả không no chít comback sure
"🔅Quán này ăn từ thời học c3 rồi bây h ms có dịp ăn lại,so với hồi ngày xưa thì quán nhiều chỗ hơn,làm hẳn menu,có chỗ trong nhà(hồi xưa cũng có hình như k để ý lắm :))
🔅Về đồ ăn có gọi 1 nộm bò khô nem tai,ngonnn,hơi ít nem tai.Bọn mình đi 2 ng gọi thêm tok,tok thì cay quá ăn k hết phải gói về,bột lọc cũng ngon,to,gói trong lá.Điểm trừ là gọi nước lâu quá,mà bminh có gọi j đâu,goii đúng 2 cốc trà đá mà mãi ms có,chắc nv quên 😶.Với lúc ms vào,chắc muốn tiết kiệm t/g nên nvien cứ bắt gọi đồ luôn,nên hơi gấp gáp.
🔅Quán có chè sầu thạch giống vs chè sầu bà Liên thì phải,ăn cũng được.
Quán thanh toán  máy nhưng k đưa hóa đơn,lúc sau thanh toán là 160k-mỗi đứa 80k,ăn khá đắt so vs mặt  chung.",0,quán này ăn từ thời học c3 rồi bây h ms có dịp ăn lại so với hồi ngày_xưa thì quán nhiều chỗ hơn làm hẳn menu có chỗ trong nhà hồi xưa cũng có hình_như_không để_ý lắm về đồ ăn có gọi 1 nộm bò khô nem_tai ngon hơi ít nem_tai bọn mình đi 2 ng gọi thêm tok tok thì cay quá ăn không hết phải gói về bột lọc cũng ngon to gói trong lá điểm trừ là gọi nước lâu quá mà bminh có gọi j đâu goii đúng 2 cốc trà đá mà mãi ms có chắc nhân_viên quên với lúc ms vào chắc muốn tiết_kiệm t g nên nvien cứ bắt gọi đồ luôn nên hơi gấp_gáp quán có chè sầu thạch giống với chè sầu bà liên thì phải ăn cũng được quán thanh_toán máy nhưng không đưa hóa_đơn lúc sau thanh_toán là 160k mỗi đứa 80k ăn khá đắt so với mặt chung,quán thời học c3 bây h ms dịp hồi quán chỗ hẳn menu chỗ hồi xưa hình_như_không để_ý lắm đồ gọi 1 nộm bò khô nem_tai ngon hơi nem_tai bọn đi 2 ng gọi tok tok cay quá không gói bột lọc ngon to gói lá trừ gọi quá bminh gọi j goii 2 cốc trà đá mãi ms nhân_viên quên ms tiết_kiệm t g nvien bắt gọi đồ hơi gấp_gáp quán chè sầu thạch chè sầu liên quán thanh_toán máy nhưng không hóa_đơn thanh_toán 160k đứa 80k đắt mặt
"Đặt nem về ăn mà thấy khá là vừa mắt cũng khá đầy  mình  ăn vừa no 😂
Nước chấm k được nóng lắm nhưng cũng vừa miệng hợp khẩu vị 
Chắc chắn sẽ mua ủng hộ quán lâu dài 😁",1,đặt nem về ăn mà thấy khá là vừa_mắt cũng khá đầy mình ăn vừa no nước_chấm không được nóng lắm nhưng cũng vừa_miệng hợp_khẩu_vị chắc_chắn sẽ mua ủng_hộ quán lâu_dài,nem vừa_mắt no nước_chấm không nóng lắm nhưng vừa_miệng hợp_khẩu_vị mua ủng_hộ quán lâu_dài
"Hôm đó trời mưa tìm tạm một chỗ trú nên ghé vào Artemis. Ngay từ lúc vào đã cực kì khen thái độ của các bạn nhân viên. Các bạn thấy mình ướt liền chủ động lấy khăn giấy cho mình lau, còn hỏi mình chị có bị lạnh không, chỉ mình chỗ tránh điều hòa để khỏi bị lạnh. Ngay từ cách phục vụ của các bạn đã khiens mình muốn quay lại lần sau rồi. Hôm đó vì là mưa nên mình gọi 1 cốc trà thảo mộc với 1 mousse chanh leo nhâm nhi. Vị trà khá đậm và thơm mùi thảo mộc. Hôm đó đáng ra mình nên chọn 1 chiếc bánh ngọt có lẽ sẽ hợp lý hơn 1 cốc mousse, 2 cái đó kết hợp với nhau không rõ vị lắm. Nếu lần sau có quay lại, nhất định sẽ thử những bánh khác trong tủ. Cảm ơn bạn nữ nhân viên order hôm đó nhé <3",1,hôm đó trời mưa tìm tạm một chỗ trú nên ghé vào artemis ngay từ lúc vào đã cực_kì khen thái_độ của các bạn nhân_viên các bạn thấy mình ướt liền chủ_động lấy khăn giấy cho mình lau còn hỏi mình chị có bị lạnh không chỉ mình chỗ tránh điều hòa để khỏi bị lạnh ngay từ cách phục_vụ của các bạn đã khiens mình muốn quay lại lần sau rồi hôm đó vì là mưa nên mình gọi 1 cốc trà thảo_mộc với 1 mousse chanh leo nhâm_nhi vị trà khá đậm và thơm mùi thảo_mộc hôm đó đáng_ra mình nên chọn 1 chiếc bánh ngọt có_lẽ sẽ hợp_lý hơn 1 cốc mousse 2 cái đó kết_hợp với nhau không rõ vị lắm nếu lần sau có quay lại nhất_định sẽ thử những bánh khác trong tủ cảm_ơn bạn nữ nhân_viên order hôm đó nhé 3,hôm trời mưa tạm chỗ trú ghé artemis cực_kì khen thái_độ nhân_viên ướt liền chủ_động khăn giấy lau lạnh không chỗ hòa lạnh phục_vụ khiens hôm mưa gọi 1 cốc trà thảo_mộc 1 mousse chanh leo nhâm_nhi vị trà đậm thơm mùi thảo_mộc hôm đáng_ra 1 bánh có_lẽ hợp_lý 1 cốc mousse 2 kết_hợp không vị lắm thử bánh tủ nữ nhân_viên order hôm 3
